Country Code;Country Name;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961
CYM;Cayman Islands;;;;;;;;;;;;;;;;;;;;5,305202786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYP;Cyprus;-5,4;-2,4;0,4;1,3;-1,666159464;3,626616209;5,130542893;4,125312851;3,909963232;4,224693897;1,934070122;2,091236261;4,0255516;5,042802715;4,846823175;5,043260519;2,348517259;1,848836555;6,1;5,9;0,7;9,4;0,7395;7,404;7,947425503;8,64677856;7,065248438;3,703951264;4,882540617;8,757893613;5,582181053;6,021711923;2,516997898;5,753245368;9,905566824;7,77740519;16,36200206;20,26628913;;;;;;;;;;;;;;;
CZE;Czech Republic;-0,934134169;-1,021119255;1,818613208;2,469311484;-4,507138802;3,099001693;5,735130734;7,020380892;6,752450791;4,742590846;3,766174432;2,149300055;3,097349644;4,185650506;1,679287459;-0,235975242;-0,852524517;4,539679076;6,221406002;2,909309462;0,06190425;-0,506542351;-11,61494236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;Germany;0,431965443;0,68865531;3,333333333;4,012465914;-5,145496536;1,083201046;3,269045323;3,7;0,684655658;1,161132614;-0,375443937;0,010148163;1,514371072;3,057649432;1,871079386;1,861848628;1,737278637;0,790781744;1,677004365;2,471751412;-1,002097413;1,911886949;5,108261509;5,255006085;3,896551724;3,707235666;1,402151577;2,287339268;2,327935223;2,822947834;1,572410148;-0,394840748;0,52924054;1,40882866;4,150363331;3,008492875;3,34721809;4,949258392;-0,866738895;0,890068707;4,777486911;4,300341297;3,132699754;;;;;;;;;;
DJI;Djibouti;4,999907255;3,003496437;5,385134251;4,450192961;4,999503141;5,799962619;5,100061387;4,799864683;3,169601156;3,826476088;3,199959328;2,618562398;2,047764375;0,416213964;2,1790062;0,099378553;-0,745872199;-4,11549878;-3,488261251;-0,937342459;-6,620881286;-0,017967018;-4,277616675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DMA;Dominica;-0,770547945;-1,184433164;0,254452926;1,201716738;-1,187446989;7,868252516;5,889543571;9,512477764;-0,817460523;3,029616429;7,392318743;-2,131511315;-0,065818333;-5,606353369;0,683297289;4,978083423;1,490821515;2,64178511;1,974718446;1,431317406;1,680949196;2,04736255;0,607919456;5,254900467;-0,243166789;8,559027685;7,518690028;7,07773232;1,284555733;5,426399704;2,691703646;4,134415376;12,08437745;14,26068376;-18,44416562;11,77249708;;;;;;;;;;;;;;;;;
DNK;Denmark;0,417078759;-0,358728262;1,07128642;1,386859103;-5,666315591;-0,783852225;1,583262086;3,394710394;2,445147924;2,296487044;0,383831163;0,46584828;0,704834103;3,528655889;2,560451447;2,160456239;3,198454206;2,834545152;3,06517543;5,525396923;-0,08960504;1,9754605;1,300427038;1,607443635;0,572900403;-0,14266411;0,289936831;4,949240893;4,024434465;4,165577099;2,651857243;3,713982744;-0,88690382;-0,487542347;3,950129269;2,274546641;1,978853942;6,093500397;-1,221451737;-0,815954363;3,759239704;4,174997584;3,001883355;2,026089152;6,322485008;3,974947702;3,421605092;2,740910109;4,555254814;9,269938215;0,637021234;5,666822173;6,378832476
DOM;Dominican Republic;4,064492974;3,887682601;4,482914631;7,751220866;3,454054459;5,255649444;8,474624778;10,67115485;9,262750072;1,311958217;-0,253358805;5,788207312;1,809229485;5,656604886;6,715354088;7,010597727;8,004274434;7,13136736;5,493629296;2,303256394;7,222621369;10,51318199;0,944138918;-5,45431246;4,400538841;2,155963303;10,1173674;3,521993233;-2,122534999;1,252895988;4,627946289;1,698708696;4,279867406;7,968738587;4,531399122;2,140684707;4,981783945;6,728122679;5,193253366;6,001902861;12,89576373;10,39416404;10,87146616;18,22668279;10,89144599;0,238860413;3,327542292;13,46334475;-12,48183398;6,764865095;6,502902855;17,04724072;-2,313248512
DZA;Algeria;2,699929229;3,299991384;2,800018252;3,600169066;1,599979658;2;3,4;1,7;5,9;4,3;7,2;5,6;4,612523742;2,200000704;3,200001534;5,100003607;1,099999927;4,099998477;3,79999481;-0,899996563;-2,100000755;1,800002315;-1,200000614;0,800000619;4,400002164;-1,000005517;-0,699997507;0,400000988;3,699997272;5,599996509;5,400003018;6,40000415;2,999996068;0,790606981;7,477826532;9,214835735;5,258585928;8,386756509;5,045341579;7,49491779;3,813176251;27,4239694;-11,33171908;8,862657085;8,433280316;10,79623857;9,452962438;-4,804970931;6,206898306;5,839412935;34,31372885;-19,68504177;-13,60544139
EAP;East Asia & Pacific (developing only);7,132223844;7,41333774;8,31729058;9,704484098;7,484699636;8,496678278;12,18996465;10,82262097;9,722912821;8,97469003;8,778988905;7,830019321;6,629575373;6,983641129;6,371229588;2,910942768;7,71688109;9,595285489;11,20141853;11,46681165;11,32373856;8,126528095;5,182843303;5,682975984;10,35277983;10,16805129;7,522742095;9,495271789;8,349116512;7,345244011;7,461637843;4,263242539;7,043483435;7,104262666;9,131865896;7,755360135;2,93460546;8,331887081;3,497077277;7,043808949;6,652041483;6,842964687;12,67558794;11,90798582;0,945402652;0,796732983;7,66566081;11,2343491;11,23288394;7,038245052;-1,621133375;-15,12972365;2,130755214
EAS;East Asia & Pacific (all income levels);4,190699475;4,134756325;3,938026511;6,940502116;0,498251338;3,003646391;6,130205062;5,213900905;4,446427953;4,924532651;3,952738647;3,404870221;2,31737329;4,345165395;2,917760476;-0,629629491;3,674859511;4,671313434;4,604417335;4,006392954;3,198230247;2,629813739;3,911120688;5,688095191;6,140662928;7,669608712;5,216355433;4,618507318;6,285127314;5,348303711;3,785862432;3,690116804;4,71045753;3,321938764;6,038117145;5,490871988;4,520776749;4,941732382;3,024410945;0,732096434;7,676265499;7,787319546;5,726029391;1,654591043;10,75239948;10,53777824;9,922671021;9,629438551;6,42896135;10,42605909;7,124975299;4,446643583;8,98432273
ECA;Europe & Central Asia (developing only);3,645238815;1,752645231;6,23444889;5,90471868;-4,807955243;2,963194127;5,692387787;7,384600496;7,057695372;8,820839461;5,728280712;5,690628608;0,296934954;5,870690128;-1,10629888;1,709942738;3,950383894;3,542928608;2,648456481;-6,218909755;-1,602382302;-4,982646116;-6,306068656;-0,103926949;-0,036751347;2,262235589;5,822646994;4,224392104;2,147771291;5,325252284;4,152771404;3,474779646;3,462991096;;;;;;;;;;;;;;;;;;;;
ECS;Europe & Central Asia (all income levels);0,46461812;0,091565757;2,099516051;2,449379471;-4,583754385;0,762136262;3,63382068;3,808680785;2,664811587;3,13350177;1,870886422;1,5925315;2,015385772;4,245788031;2,823029587;2,591744079;3,012476408;1,904317655;2,419597339;1,618423972;-0,592388697;-0,244818782;0,451116463;2,282224634;3,381228633;4,00590085;2,903387071;2,863508185;2,603326339;2,720034898;1,880061117;1,018509907;0,418084787;1,572492415;3,510446015;2,991527291;2,866586959;4,499099294;-0,56187297;2,492682757;6,069809739;4,569859565;3,52475729;4,741069041;5,602128251;4,987992058;4,468114594;4,422089394;4,606013871;5,530297838;5,176577625;4,877158175;5,375669742
ECU;Ecuador;4;5,123267676;7,834632369;2,953077302;0,566491592;6,3571306;2,190063972;4,403526434;5,291308267;8,211020917;2,722877337;4,096776659;4,0156299;1,091801564;-4,739385791;3,266529404;4,327864764;1,731747514;2,252548774;4,258250468;1,973218079;2,114310675;4,291342398;3,679914053;1,005777946;5,89046729;-0,259098708;3,464782516;3,935001412;2,625273268;-0,336868771;0,614845354;5,61286412;3,708682969;3,734048401;5,706824945;1,604842112;7,397187619;10,972154;11,20850963;13,95068213;5,017640704;6,292606196;6,87192933;4,66923798;1,909438399;4,621073941;-0,339525639;4,717973439;7,811889158;3,875658199;4,55888374;1,543079322
EGY;Egypt, Arab Rep.;2,097945861;2,213028907;1,762424587;5,146618791;4,686129558;7,156283566;7,087827427;6,843838194;4,471744472;4,092071611;3,193517698;2,370489088;3,535225672;5,368005985;6,105460417;4,036367055;5,491131498;4,988730567;4,642458776;3,97317218;2,900790798;4,431996111;1,078837978;5,701753291;4,972378587;5,300718918;2,519421551;2,646575818;6,602049857;6,091515278;7,401139448;9,907170784;3,75608089;10,01133522;6,038857156;5,779709942;12,83695867;14,62724764;8,939172758;2,485498843;0,705246822;2,028896591;3,44091209;5,598515606;6,812550266;2,721416531;0,625934957;1,056646022;;;;;
EMU;Euro area;-0,42062712;-0,638337275;1,614652282;1,982007036;-4,462524575;0,375473083;3,008818046;3,272203439;1,740390594;2,225568062;0,757572237;0,951470377;2,016075802;3,830660607;2,935355868;2,834978358;2,647511554;1,58974713;2,440215903;2,459108149;-0,706945916;1,272440687;2,494049007;3,46724821;4,052591305;4,281149188;2,500399647;2,498174185;2,299002205;2,367597635;1,387282432;0,709590928;0,511408279;2,279278693;3,82174425;3,094678196;3,0767186;5,042378686;-0,747380873;3,336475195;6,227305626;4,848534692;3,798342723;5,614438578;6,947914434;5,527184786;5,266278922;5,26394869;4,94992541;5,490357033;5,762763913;6,399359311;6,677602106
ERI;Eritrea;1,332252085;7,017108852;8,679800386;2,194189769;3,87650192;-9,783029746;1,42682175;-0,969216373;2,574449601;1,451734363;-2,655515364;3,005428651;8,755436313;-3,141986746;0,013480723;1,772582592;7,908684452;9,258839895;2,85837881;21,221411;13,4547618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP;Spain;-1,222700551;-1,641456256;0,050305082;-0,201262019;-3,832364395;0,891696521;3,479184656;4,076221437;3,583646145;3,259301069;3,089441597;2,710182438;3,669430567;5,047596703;4,733324062;4,467959673;3,879200215;2,450788393;2,757494032;2,383195313;-1,031491774;0,929215436;2,546000566;3,78139346;4,827030298;5,094324223;5,54712262;3,253321719;2,321435857;1,784687528;1,770115765;1,246461721;-0,132468617;2,208728123;0,041546508;1,463003372;2,838574301;3,303791514;0,542203321;5,618785767;7,788465266;8,149745874;4,649473479;4,290932921;8,907015555;6,597020138;4,340338417;7,24606031;6,253134899;5,308510246;9,596498874;9,953438103;11,83867419
EST;Estonia;0,830646297;3,938907138;9,557924727;2,564990907;-14,09833892;-4,151355335;7,492203903;10,0973433;8,853496627;6,342836963;7,765386713;6,560428534;6,281644388;9,697174863;-0,27125357;6,809689991;11,73635669;5,889895976;4,480125162;-1,642424385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ETH;Ethiopia;10,36242758;8,725312908;11,17828806;12,55054399;8,802483468;10,78855472;11,45601958;10,83462701;11,81884442;13,5723613;-2,161082482;1,51471579;8,301431882;6,072859309;5,162405423;-3,458194764;3,134063325;12,42591678;6,127508067;3,190201967;13,142837;-8,672776413;-7,137292578;2,726425566;-0,360888276;0,50342312;13,85959888;9,661380096;-11,14430198;-2,847978498;8,235079707;0,916054497;;;;;;;;;;;;;;;;;;;;;
EUU;European Union;0,108699415;-0,367318479;1,644457304;2,046320495;-4,534555836;0,360358025;3,200636314;3,379945254;2,188175184;2,612095388;1,484103339;1,293909249;2,039744272;3,931484725;2,950008019;2,95176989;2,926159421;2,020945799;2,797574708;2,976221497;-0,054121618;1,049894687;1,193110888;2,742245617;3,500441661;4,177016723;2,800588379;2,779388659;2,471825454;2,549877553;1,810992379;1,050439525;0,246104893;1,495870656;3,620541607;3,092486061;2,834825937;4,559279161;-0,561357848;2,437933376;6,280109489;4,558287804;3,418014882;4,83091727;5,673928647;5,018827582;4,422809243;4,257724888;4,632165835;5,53974502;5,109294169;4,907576777;5,466941777
FCS;Fragile and conflict affected situations;1,088529741;12,65679278;-9,842116137;5,009718495;4,126022996;3,844295938;4,971571279;5,825606856;6,040540335;11,69373542;-3,134682268;-0,236388044;2,155172455;1,671926796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN;Finland;-1,379474373;-1,008067014;2,824851558;3,363032326;-8,538612573;0,293570445;5,335225212;4,410592331;2,916059866;4,124870964;2,012433367;1,834129602;2,283747494;5,323751325;3,908371415;5,031041859;6,205788375;3,569447367;3,962453639;3,653735158;-0,810697527;-3,484987518;-5,999925801;0,505238823;5,077772989;5,221280894;3,489984427;2,64174905;3,302382918;3,107654275;3,023822968;3,049173022;1,286520376;5,389047468;7,12192636;2,919708029;0,239510464;0,344382895;1,804897723;3,236533668;6,983827907;7,735485628;2,356920238;5,333907792;9,593287785;2,303289984;2,168828883;2,372823015;5,302857802;5,238686598;3,285099636;2,981945536;7,604670479
FJI;Fiji;2,735106782;2,202128024;1,867665921;0,111136994;-1,272367571;1,032794789;-0,850654455;1,852483331;0,7;5,3;1;3,2;2;-1,7;8,8;1,3;-2,2;4,8;2,5;5,1;2,130031981;6,1;-2,7;5,8;7,438632242;0,955755888;-6,615018983;7,74990637;-4,61347721;8,393024289;-3,960119251;-5,978487669;6,329992016;-1,603458289;12,2248205;1,863403082;5,90401126;2,736162119;0,530208997;2,601151628;11,61286866;7,485277098;6,888988175;12,70270401;2,596415663;7,916221303;13,35183114;0;-2,700267007;4,877277299;6,358772588;3,606101884;3,517583671
FRA;France;0,213808557;0,013879298;2,026874819;1,724775595;-3,147069489;-0,080668136;2,285213009;2,466858885;1,826504514;2,544671191;0,899498052;0,9288527;1,835665295;3,680111707;3,291975231;3,378260641;2,183836847;1,067614796;2,047299667;2,247388382;-0,66732877;1,477939467;1,039369871;2,620201926;4,18778222;4,667661751;2,3884396;2,255981272;1,610248526;1,494625413;1,231903984;2,417444832;0,979073595;1,63677674;3,44931913;3,895486999;3,572739132;4,386210196;-1,123629721;4,691421183;6,610584079;4,538035794;5,331163296;5,727118376;6,990530534;4,25902469;4,688158821;5,214008052;4,778035177;6,518338303;5,347173767;6,672174626;5,506272437
FRO;Faeroe Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSM;Micronesia, Fed. Sts.;0,64672595;0,433664982;2,050587188;2,530561756;0,961957557;-2,559622545;-2,05968816;-0,163398779;2,16055492;-3,231265622;1,825855097;0,599915323;1,747186983;4,563228657;1,383732244;2,955746234;-6,06575314;-3,111543555;7,083999785;-0,534521158;8,140655106;4,008016032;7,427341227;3,740926857;3,526011561;2,548903379;1,199760048;;;;;;;;;;;;;;;;;;;;;;;;;;
GAB;Gabon;5,887;5,6;7,1;6,7;-2,9;0,999807338;5,553353887;1,18118769;3,021595857;1,3460156;2,475192183;-0,267154255;2,131679953;-1,882966396;-8,932622804;3,477833588;5,738367394;3,625049023;4,973847763;3,712754839;3,946555009;-3,09014565;6,112503481;5,192237276;8,545309994;12,84535324;-17,14604221;-0,80359774;-2,332949327;7,508902307;5,60824068;-3,097520399;5,095329281;2,552937158;0,474405278;-24,04920607;-12,58209117;35,62533797;19,19011491;39,48709518;10,18243362;11,33697068;10,25873091;8,679342173;8,082910435;2,508800884;4,115152848;4,50800457;8,333335658;4,554453656;6,092435261;7,449211606;14,76684319
GBR;United Kingdom;1,743508313;0,277723044;1,117381611;1,659754161;-5,170407757;-0,769483879;3,427242116;2,755000787;3,234799171;3,173152335;3,948920656;2,295197083;2,184885663;4,362269104;2,938356205;3,567032094;4,350428726;3,491312164;3,533391003;4,953410866;3,490487493;1,294728512;-1,292439778;0,779266146;2,281446724;5,031963974;4,562218051;4,012329823;3,599381426;2,670924927;3,624346447;2,093068817;-1,323614467;-2,102807351;2,607653984;3,344606366;2,290953386;2,771600948;-0,55625075;-1,584530061;7,244869113;3,618656162;2,081419604;2,668168065;2,052445651;3,984737995;2,310965101;2,049311178;2,788976828;5,038282449;3,956241167;1,327993179;2,573569963
GEO;Georgia;3,176421579;6,18001001;6,953499714;6,253027581;-3,775773961;2,314047096;12,344;9,383276612;9,599640575;5,857330238;11,05810101;5,473839393;4,805451742;1,838341147;2,869256656;3,104904464;10,5190396;11,20000232;2,599997248;-10,39999522;-29,30000146;-44,89999971;-21,10000024;-14,78822592;-7,195202165;5,555558092;1,282043321;-8,175276214;4,941655565;5,426923071;4,301887009;2,001538343;5,267423362;4,576266191;7,370346153;7,429127413;6,896551056;6,097563985;7,38094573;8,808292272;6,482761982;2,836873461;2,470935954;12,05211667;4,778150028;4,456335383;6,249999451;7,535630988;;;;;
GHA;Ghana;7,131793165;8,789806177;15,00707161;8,007036608;3,991256102;8,430504083;6,45973558;6,4;5,900003848;5,6;5,2;4,5;4;3,7;4,399996536;4,700390795;4,196357878;4,602460956;4,112418938;3,3;4,85;3,87941917;5,28182614;3,328818229;5,085872512;5,628169742;4,794898731;5,199160071;5,091617972;8,647569256;-4,563737719;-6,923650299;-3,50306747;0,471695791;-2,514941333;8,475935637;2,2741077;-3,530183433;-12,43162831;6,852517139;2,884583358;-2,487655112;5,216124439;9,723472954;6,00617415;0,368860808;3,075363287;-4,258289218;1,368997659;2,209328429;4,405974365;4,109157376;3,429675616
GIN;Guinea;2,500005193;3,944111989;3,90876145;1,936217423;-0,280192286;4,936932709;1,757682351;2,496728569;2,997272562;2,340117312;1,24860126;5,164609466;3,658346471;2,503060562;3,812004033;3,644121242;5,18160346;4,461575085;4,607673201;3,970099106;5,044144543;3,270947302;2,613423005;4,324062752;4,003476015;6,308116697;3,299938846;;;;;;;;;;;;;;;;;;;;;;;;;;
GMB;Gambia, The;5,647144549;6,054830327;-4,295121672;6,526297444;6,449695843;5,734641975;3,631025832;1,124099619;-0,94167615;7,05;6,87;-3,250000378;5,8;5,5;6,4;3,499998461;4,899998946;2,223545145;0,881848587;0,154346248;3,01210062;3,378689083;3,107039397;3,558878955;5,89572251;4,476826243;2,4543332;4,091071129;-0,812265615;3,535257823;10,88322776;-0,764582299;3,321894043;6,270078616;-1,328181958;6,316445053;3,439576817;7,351224717;12,39342972;5,878794014;9,250328335;0,24170544;-0,065876988;6,153845482;2,435525021;9,576141612;0;;;;;;
GNB;Guinea-Bissau;0,255;-1,45;5,339;3,472;2,996;3,221;6,038822184;-1,981839545;4,923780101;-0,747583878;-4,938342536;1,999354176;7,224879175;3,641641149;1,025537419;-28,09997974;6,5;11,6;4,4;3,2;2,1;1,1;5,1;6,1;6,1;4,6;2,9;-0,793847624;4,166492887;9,109223008;-3,398287421;4,200082145;18,16752811;-15,95265147;1,99414433;13,12604341;-7,170069987;4,943455336;7,845584329;4,559241038;1,109892755;6,374860914;-3,910967475;;;;;;;;;;
GNQ;Equatorial Guinea;-4,890570153;3,217181679;4,998038644;-1,300256428;-8,062960649;12,27200362;13,13636618;1,259747204;9,7487276;37,99872685;13,95525032;19,46283403;63,37987543;18,21377995;25,66401545;23,77448232;149,9729635;66,57999728;17,48626372;16,66883558;11,03321305;34,74532003;-1,022238942;-1,758564099;-1,229178018;2,655262103;4,436737445;-2,33055635;12,90517881;1,011381645;5,004387159;2,201675995;5,769420426;;;;;;;;;;;;;;;;;;;;
GRC;Greece;-3,855112059;-6,972650052;-7,105818864;-4,943699523;-3,136635921;-0,21510917;3,536178426;5,507518883;2,280353878;4,367604356;5,943790479;3,43940737;4,197174642;4,477405703;3,419391619;3,36368354;3,637608175;2,358402042;2,099719775;2,000000001;-1,6;0,7;3,100000002;0;3,799999998;4,287861663;-2,258863477;0,517660082;2,50955655;2,010580403;-1,078622374;-1,132647529;-1,553721224;0,677131069;3,282080215;7,246863323;2,941001718;6,851897988;6,366808651;-6,438240579;8,092378663;10,16015115;7,841176981;7,95448744;9,899730172;6,664109252;5,481437166;6,098846533;9,39266085;8,258340252;10,13605526;1,533518906;11,1495374
GRD;Grenada;1,82992465;-1,797040169;0,745473908;-0,476947536;-6,630381;0,949050949;5,199206311;-3,861127713;13,51548776;-1,028565675;9,639917293;3,647473712;-2,094981088;2,503244603;10,07249738;6,541908294;4,608853403;4,057406758;2,503938001;2,753408017;-2,63966484;-0,296427121;2,29690837;5,199239882;6,072049322;3,428209908;11,14979583;8,24958124;8,081468444;4,784739421;2,926097229;4,925454132;0,852292554;-0,445676065;6,011877158;5,414724475;;;;;;;;;;;;;;;;;
GRL;Greenland;;;;;-5,411986294;0,345909084;5,513059779;4,468980892;1,979585524;2,667513496;-0,3796267;-0,971177945;1,269035533;7,10159701;1,377884947;7,757980698;1,468926554;1,529636711;3,728679096;5,924369748;-5,027932961;-5,111700114;-0,113464448;-11,71953255;6,65954416;5,60361038;5,515873016;7,097322567;3,656387665;-5,179615706;3,45721694;-4,419661297;0,665280665;8,676005423;4,860598687;6,016717122;8,822314651;5,95920961;0,646239391;5,706253256;6,806008415;6,177273186;13,06085429;;;;;;;;;;
GTM;Guatemala;3,69050034;2,969832897;4,162050354;2,869481449;0,526037754;3,281095312;6,304072145;5,379733928;3,260162692;3,152030513;2,530837955;3,866638363;2,332544301;3,6088687;3,847062231;4,993527779;4,364089954;2,957779916;4,948547484;4,033741494;3,927131964;4,838338798;3,658248761;3,102563208;3,942589436;3,89238717;3,543983208;0,143049591;-0,609338957;0,49669784;-2,572091536;-3,530088964;0,646858668;3,759978054;4,713456153;4,996689801;7,809220681;7,387265656;1,949990754;6,375029959;6,782834416;7,333051564;5,58375446;5,707883612;4,736909091;8,766035144;4,112175585;5,512103896;4,361769432;4,632992258;9,541043854;3,536501459;4,298518462
GUM;Guam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUY;Guyana;5,328380691;4,816458917;5,437126058;4,370869417;3,31862417;1,976647058;-3,640517324;5,129609346;-1,956911131;3,293924792;-1,005255282;1,051000772;2,249999292;-1,376727501;2,969880996;-1,708567161;6,226948398;7,883466693;4,986313641;8,52330931;8,213838043;7,831446663;5,984609929;-3,038084864;-4,944413106;-3,693533073;0,899396581;-0,900602221;2,399667451;-5,028737863;-6,792386724;-13,19013447;1,4961659;1,733889721;-1,835696235;-1,806188773;-2,638679684;1,53691329;8,483021517;7,702839939;1,244719366;-3,317670953;3,112850838;4,255456942;6,99438664;1,024827519;4,313621878;5,233273904;10,54101869;11,36028244;-12,2786573;1,104925862;4,689524268
HIC;High income;1,305375227;1,502061871;1,859145653;3,006978163;-3,54242092;0,395208088;2,872023153;3,164977776;2,82682753;3,389432943;2,274002338;1,649732125;1,472416825;4,087041363;3,443213118;2,44941219;3,463839283;2,842835188;2,685889194;2,904755988;1,14500683;1,607228118;1,15748729;2,926608606;3,958553037;4,788593466;3,401284427;3,184353889;3,784642071;4,656018473;2,846350369;0,105473318;1,966777689;1,422960992;3,965882291;4,224311032;3,855850729;4,88058651;0,164148218;1,262670213;6,335585683;5,43926727;3,770639642;3,547878948;5,679107027;6,033460643;4,455019029;6,049458406;5,518064617;6,433853295;5,241478571;5,827668437;4,637085575
HKG;Hong Kong SAR, China;2,932259369;1,548604959;4,786105126;6,767654065;-2,459153731;2,127912539;6,464845183;7,032694734;7,388162189;8,70011839;3,056303617;1,656750218;0,560875289;7,663388927;2,50665049;-5,882657389;5,099760744;4,258454526;2,373673506;6,036021824;6,201213825;6,234813156;5,701854006;3,830637717;2,276941144;8,511512995;13,39853997;11,05617484;0,75715134;9,97375086;5,977073062;2,949800858;9,260806657;10,10830063;11,55656874;8,260692846;11,72563625;16,16406956;0,491975836;2,415398556;12,27990159;10,61184495;7,292788924;9,206704673;11,34337048;3,397438834;1,603627443;1,794838823;;;;;
HND;Honduras;2,563736624;3,863139114;3,835560728;3,731270148;-2,431875015;4,231864123;6,188252742;6,56699986;6,050916061;6,232302961;4,547038052;3,754337861;2,723193273;5,748148148;-1,889534884;2,901585402;4,993718593;3,595249715;4,06297613;-1,30325709;6,23003202;5,624295763;3,252033799;0,096880451;4,325852759;4,609852676;6,031390048;0,722676795;4,188233788;4,345691137;-0,924352392;-1,391216332;2,533202204;0,668480713;4,664420834;10,00570125;10,38388924;10,50069295;2,13068177;-1,227641614;7,869852328;5,76230507;3,995003579;3,626720995;0,655438849;6,598183134;5,977542882;5,373842106;9,037156572;5,416645569;3,580436586;5,764846215;1,855659483
HPC;Heavily indebted poor countries (HIPC);4,783922684;4,694311394;4,245902129;5,67341355;4,153522074;5,319058157;6,213319756;5,931651372;6,000715906;5,431597847;4,323894639;3,555378401;4,239177225;2,475816049;2,96444192;3,531217499;4,44569359;5,138280707;4,566371471;-0,083532872;0,549314307;-0,752142322;0,380876382;-1,123727072;2,077639497;0,856549506;3,081022157;3,166880673;1,26981268;1,37200384;0,671017653;1,45777002;4,103670154;-0,434522509;0,01967194;2,441801605;3,935977782;3,844135986;2,353822265;5,624244169;3,036283345;1,949255725;4,161973177;4,141951012;4,651887233;3,26555562;2,044920051;3,102102566;4,091451522;3,608721001;3,533665774;7,270942466;0,092020101
HRV;Croatia;-1;-1,869716434;-0,234803687;-2,272324064;-6,947204741;2,084337519;5,059929351;4,935239694;4,279805805;4,128437237;5,37106763;4,878265707;3,655997945;3,750387794;-1,042873203;1,97676593;6,543642525;5,920290458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTI;Haiti;4,296522524;2,885096051;5,523737754;-5,497792337;3,083247688;0,843944329;3,343279015;2,252992255;1,791686574;-3,511333077;0,362430598;-0,261498231;-1,042697313;0,875239923;2,696522905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;Hungary;1,099424502;-1,664505277;1,391290868;1,258152876;-6,798624513;0,894151601;0,114699155;3,897161282;3,964434001;4,797186114;3,850423627;4,506108291;3,712203035;4,225237526;3,197695456;4,073459666;3,127182679;0,160881199;1,489525475;2,947154556;-0,576108509;-3,064180355;-11,89204086;-3,496659762;0,736424821;-0,065263143;4,051229599;1,534948825;-0,253067485;2,658047683;0,722965872;2,841088542;2,86674496;0,2;2,7;4,4;7,6;3,6;6,2;5,9;6,9;6,1;6,2;4,7;6,9;4,9;7,5;7,4;42,41041427;4,7;5,7;6,1;4,7
IDN;Indonesia;5,781224178;6,26367051;6,48563284;6,223854181;4,628872248;6,013702503;6,345022245;5,500951785;5,692571304;5,030873945;4,780369122;4,499475391;3,643466447;4,920064597;0,791129836;-13,12672393;4,699872542;7,642786284;8,396358045;7,540066679;7,254075412;7,220501604;8,927796145;9,001573222;9,084714336;6,355678747;5,30000314;5,964516381;3,477538794;7,172151983;8,44990772;1,104073701;8,148190997;8,724998928;7,092622175;9,20555751;8,636465156;5,988146459;6,183428953;8,256876028;9,776163879;7,882697752;6,99736404;8,152095969;7,477385929;12,03417845;1,124996921;2,850428259;0,947080215;3,451465796;-2,253036563;1,909660225;6,10491537
IMN;Isle of Man;;;;;;;7,5;7,7;5,9;5,2;6,327778883;5,868974884;5,376166334;5,338364279;13,69321623;13,50925874;8,581528171;7,715996458;4,280900474;4,00366464;2,568276022;0,787296104;1,604987887;4,186976816;6,845213163;11,82935653;9,896346726;19,10553834;0,418923061;;;;;;;;;;;;;;;;;;;;;;;;
IND;India;5,016994509;4,736279635;6,6383638;10,25996306;8,479783897;3,890957062;9,801360337;9,263964759;9,284831507;7,922936613;7,860381475;3,803975321;4,823966264;3,840991157;8,845755561;6,184415821;4,049820849;7,549522249;7,57449184;6,658924067;4,75077622;5,482396022;1,056831433;5,533454563;5,947343328;9,62778292;3,965355634;4,77656417;5,254299223;3,820737856;7,288892901;3,47573324;6,006203624;6,735821528;-5,238182703;5,712532089;7,254764586;1,663103637;9,149912015;1,18533626;3,295521135;-0,553301312;1,642930384;5,157229736;6,539700296;3,387929176;7,82596303;-0,05532877;-2,63577011;7,452950122;5,994353261;2,931127737;3,722742533
INX;Not classified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
